	id	sent0	label
111	111	Puranaanuru :dhudiyan, paanan, paariyan, kadampan ethu varalaru.tamil jathi eillatha pera jathigalin suilchiyal Mella eruntha 108 paariyar jathi koithukal vilthapaidathu ethu puriyatha Tamil ennathin pera jathikal paariyar enaithai thavaraga purinthukondu peasuvathu manatheirku vali tharukerathu. Annithu jathikalilum nallavargalu thiyavarkalum erukindranar. Suilchi seikke Ulla Tamil Enam Ethai purinthukollavendum eiilai enil tamilan ahlinthu poi veduvan. Tamilargali jathiyal maittum than viltha mudium ethai purinthugollungal nanbargale	Mixed_feelings
113	113	I am Kannada Rajnikant movie trailer	Positive
114	114	Ena 10 la irunthu nagarave ila	Positive
115	115	Dai ithu velayutham Padam Da Yaara yeamaathringa ??	Positive
116	116	"Semma message @ 2:05..  ""ithu 96su.. Yaara emathuringa"".. Apa irunthu antha manithar rasigargalai ComaLi aakitu irukkar.."	Positive
117	117	SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA	unknown_state
118	118	Rajini fans comment. Neutral fans like.	unknown_state
119	119	OmG. Thalaaaaaaaa.     Awsm marana mass. Mariana  panch marana  love semma mass's  marana  waiting  @vivegam	Positive
120	120	Cha  na rajini nu naichan  yenna mari ethana Peru yemathiga	unknown_state
123	123	Sanda poddu saavanum  Saavalam saavalam jamaththa	Negative
124	124	ena da epadi eduthu vechurikinga . vera level vetrimaran sir Dhanush combo plz do more films	Positive
125	125	hyoo thala verithanama pidikithu able mass semmma unkala screenla Pakka kola waiting dialogues onnonnum sethukirukinga	Positive
126	126	சாதிகள் மேல் நம்பிக்கை இல்லாத தமிழனாக வாழ்த்துகிறேன்	Positive
128	128	Romba Romba ketta payan sir intha Kalli	Positive
129	129	Ena pa.. Sollama kollama... Posukunu release pannittinga...	Mixed_feelings
130	130	Apocalypto maari tribes pathi padam pola, such a barbarian mindset.	Positive
131	131	ஒட்டுமொத்த தருமபுரி வன்னியர் சமூகத்தின் சார்பாக படம், மாபெரும் வெற்றி அடைய வாழ்த்துக்கள்	Positive
132	132	Tetamu Yang Tidak Diundang Dalam Rakaman Video Di Kedai Makan Menjadi Bualan Orang Ramai	unknown_state
133	133	Yaru ya ivaru vayasa agadha age stops for rajnikanth	Positive
134	134	Kou aissa hai jo hindi me trailer dekhne ke baad tamil telugu me dekh rha hai like here	not-Tamil
135	135	3rd block buster Suriya anna +kv anna +Harris anna	Positive
137	137	i am waiting vijay bro super	Positive
138	138	ஊராளி கவுண்டர் சார்பாக படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்....	Positive
140	140	Thalaaaaaaaa Masssssss & End Of Dialogue  Awesome	Positive
141	141	Dis like pottha potta pasangala nigala nallave irukka mathynga by thalabathi veriyan	Negative
142	142	இன்றைய சூழலில் பெண் பிள்ளைகளை பெற்றவர்களோ கூடப்பிறந்தவனோ அழைத்து சென்று பார்க்க வேண்டிய திரைப்படம். ஆம், பெண்பிள்ளைகள் மனதில் பதியவேண்டிய கருத்துகளை சுமந்து வரும் படமாக இருக்கம் என பெரிதும் எதிர்பார்க்கின்றேன். இது ஏதோ சாதி வெறியில் அனைவரும் பேசுவது போல இருக்கும். ஆனால் உண்மை அதுவல்ல. சுமார் 20-22 ஆண்டு காலம் கூடவே வளர்ந்தவள் கண்ணுக்கு நேராக வழி தவறி போய் சின்னாப்பின்னமாகி போவதும் அதனால் சிதையும் குடும்பங்களும் அவளின் உறவுகளின் நிலையை திரையில் காணும்போதே அடிவயிறு கலங்குகிறதே, அந்த வலிதான் இந்த படத்தின் மாபெரும் வெற்றியாக இருக்கும். நிச்சயம் தமிழக ஊடகம் இந்த படத்தினை இருட்டிப்பு செய்யவே பார்க்கும்.  ஆனால் அதையும் மீறி மாபெரும் வெற்றிப்பெற வாழ்த்துகள்...	Positive
144	144	Ean selaula all frands kuptu povanga...	Positive
145	145	Matha actor la Vera level na Niii top level Thalaivaaa	Positive
147	147	Thala Thala Thala Vera yethum theva illa	Positive
148	148	Pless Gucci gang mera gana dekho	not-Tamil
149	149	Selva Raghavan Fans Hit like here	unknown_state
150	150	திரைக்கதையிலொரு கவிதை சொல்ல முயல்கிறார்கள். நான்கு பருவங்களால் நெய்யப்படுகிற காதல் நாற்கரம்!  வரட்டும் பார்ப்போம்   வாழ்த்துகள் சில்லு கருப்பட்டி குழு!	Positive
151	151	Entha ad um ilama ivarala mattum epdi ipdinu.... Ellarum vaitherichala kathAruranga	Positive
152	152	Yemmadi!! Allu thalludhuda paavi.. enna verithanam....	Positive
153	153	Makkale, Enga channel ah konjam subcribe pannunga plzz... (Aai Pasanga)	unknown_state
154	154	Neenka padam edukureanka ok athukunu antha kekka bekka short film ah thookiteenkaley da	Positive
155	155	கொங்கு வேளாள கவுண்டர்கள் சார்பாக படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள் - கொங்கு மண்டலம்	unknown_state
156	156	End scene is epic.. Namba PM eh bangama kalaikra ooru ithula Rajini eh kalaika kudatha.. Athu unma thaneh. Ithuku en ponguranganu nu therila	Positive
157	157	No comment vere level solle varthe ile namabe talaivar style 🤟	Positive
158	158	கமாண்ட எல்லாம் படிக்க படிக்க வேற லெவால இருக்கு மேகன் அண்ணா . படம் மாபெரும் வெற்றியடைய வாழ்த்துகள். இவன் :- மயிலாடுதுறை வன்னியர் சங்கம் &பாட்டாளி மக்கள் கட்சி & சமூகநீதி முன்னேற்ற சங்கம் .	Positive
159	159	Issa gandi acting, makeup, design maina Ajj taak nhi dekha	not-Tamil
160	160	Suppar.  Aiya I am sri Lankan fan niroshan,	Positive
161	161	0:51 Arya And Syesha Marriage again	unknown_state
163	163	Ajith ku set agala.. No mass scene	Positive
164	164	iam big big fan of vijay sir iam from telangana	Positive
165	165	வன்னியர் கவுண்டர் தேவேந்திரகுல வெள்ளாளர் கொங்கு வெள்ளாளர் செட்டியார் இவர்கள் அனைவரும் எதிர்பார்ப்புடன் இருக்கிறார்கள் மிக்க நன்றி மோகன் அண்ணா	Positive
166	166	End kaalai @rajini semma...... Jeyam ravi veera level.....	Positive
167	167	ரஜினிய கிண்டல் பண்றங்கிலா Wait & Watch, He doing something to people	unknown_state
168	168	டிஸ்லைக்கு போட்டவனெல்லாம் தண்ணிய குடிச்சிக்கோ....இல்லைனா பயர்எஞ்சின கூப்பிட்டுக்கோ....	Negative
169	169	Aiyoo vera leval  thalaaa mass.	Positive
171	171	இது போன்ற திரைப்படம்  இன்னும் நிறையா வர வேண்டும்	Positive
173	173	from 1:10...rahman and shankar sir mark..	Positive
174	174	Oru padam Kamal Mari Oru rajini Mari  thala	Positive
175	175	Ithu Maari Neraiya Neriya Neriya Padam Nadinga Thala	Positive
176	176	வாழ்த்துக்கள் மோகன் அண்ணா தரமான சம்பவம் இருக்கு  🤝	Positive
177	177	Anyone after ngk    teaser	Mixed_feelings
179	179	தல போல வராது.... Waiting viswasam trailer	Mixed_feelings
180	180	1:36  BGM  .... maas	Positive
181	181	Yarupa neenga ellam? Neerla pakanum pola eruku!	unknown_state
184	184	Enna alagu thalaiver mass super  star rajini	Positive
185	185	hit or flop Rajini sir always rockzzzzzzzzzzzzzzzzzzzzz. I like him very much. I don't know why	Mixed_feelings
187	187	0:28 Shaktimaan Parle-G Biscuit SaptuNaanum sinna vayasula jump panni parakka  try pannirukken 90's Pasanga Da 🤣	Positive
190	190	Anbumani apadiya rombha nalava.... mudhal jathi veri naiya ah avadha...da porike...anubamani vaichu movie edutha ida vuda kavalam ah edukalam..	Negative
191	191	1:43 Enna da WWE ROman reigns la varan.	unknown_state
192	192	kongu vellalar sarbaga valthukal.padam patti thotti varai pesavendum	Positive
193	193	Who Is Biggest Fan Of Rajini Hit Like	Negative
195	195	Thalivaa eppadi ippadi masss kammika mudiyuthu	Positive
196	196	again arun kamaraj did good job, for theme song	Positive
197	197	Suriya I one man king movie kaga I am waiting sir is super hero	not-Tamil
198	198	Diwly ku release  pannuna bigil  avvlothan	Positive
199	199	Anyone Here After Watching kaappaan  Just go and Give like	unknown_state
200	200	80s bhindi to makeup wala alooo	not-Tamil
202	202	All records broken  #VivegamTrailer   10K Likes - 40Secs 25K - 5Mins 50K - 8m 100K - 30m 120K - 45m 150K - 190m 200K - 7h,5m 225K - 7h,	Mixed_feelings
203	203	எந்த ஒரு மிகப்பெரிய விஷயமா இருந்தாலும் அதோட ஆணிவேர்ல இருந்து ஆரம்பிக்கறதுதான் அழகு!!  Here is the KOLA mass Trailer  Kumaran   #NGKTrailer	unknown_state
205	205	1:53 Ant-Man ah pottu Hope pottu polakra adhe smack	Mixed_feelings
206	206	Ungaluku naatu mela paithiyam na ennaku unga mela paithiyam	Positive
207	207	தென்காசி சுத்துவட்டார நாடார் சார்பாக படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள் லே..	Positive
208	208	Vera level Anil fans dislike pannthu  ana Athku terila idhu semma hit aga pora padam nu	unknown_state
209	209	2.04 meme creators Ku semma template. Un varthaila nambikayae Vara maatingudhu.. Yen ya??  Semma....BGM theri....	Positive
210	210	Il FAUT que WTC voit ca	not-Tamil
211	211	1:34 Enna paarva da idhu goosebumps guaranteed	Positive
213	213	திண்டுக்கல் இளைஞரணி சார்பில் #திரௌபதி படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்...	Positive
214	214	Dai,,,,எப்பவும் கீழ் சாதி கீழ் சாதி தான்டா அத இப்படி எல்லாம் காட்டனுமா by கவுண்ட!	Negative
215	215	"What ah dialouge delivery thalaivaaaaa  Semma stunt...! ""Ne enna periya vasul manan ah Therla apdithan pesikiranga"""	Positive
216	216	Arun Vijay and  aishwariyarajes super....manirathnam sir padam kandipa Romantic ku panjam irukathu...	Positive
218	218	Editing feel like old one Surya gd	Negative
219	219	Thalaiver padam vetri adaiya thalaiyin rasikarkalin vaalthukkal	Positive
221	221	24 மனை தெலுங்கு செட்டியார் சார்ப்பகா வாழ்த்துகள்	Positive
222	222	Yena music idhu can anyone say	Positive
223	223	5 m Super 10 millon varathukku help pannunga pleas	Positive
224	224	Hey Makkalay yaaru Darbar Motion Poster announcementku apram vantheenga	unknown_state
225	225	2K idhu 2016  Idhu 1996 yaara yemathuringa ...  Naanga 90s kids .	Negative
226	226	Final touch thala mass ah soli irukapala  ketukonga da inimel aachum olunga irunga.... Ozm thrilling Trailer	Positive
228	228	Thalaiva ne than gethu...  varum paar...	Positive
229	229	Eppa erukarah samugathuku edhu romba mukkiyamana padam dha beral level	Positive
230	230	Yenda ippadi comments la like picha kekkuringa	Negative
231	231	Thalaya jeika innoruthan poranthu varanum da ... verithanathin utchakattam da...	Mixed_feelings
232	232	Viswasam super movie next this movie thala fans like	Positive
233	233	Thalaivar nadicha movie la idhu vera level ah irukku	Positive
234	234	0:34 iru iru iru!!  Ada namma comali hacker payan pa aathu🤙🤙🤙	unknown_state
235	235	Ama la nanga para pulingo sna appdiay erukadum aothla angaluku avomanam eilla sariya ..aoduthavanuku ponu mala aosha paddathanu sla arla neenga kadvila eilla pariya myrupudingiya Konjam kasu konjam uonga kalla nakura uonga jathi Veri pudicha d.......... pashanga....lai oru k....uonglala seiya mudiyathula naingla	Mixed_feelings
236	236	Manushan epadi nadikuraru paruu...paaaa......i feel .... mangatha bgm.....	Positive
239	239	Trailer iku munadi yaru Ellam Treaser paikka vanthinka	Positive
240	240	Graphics sari illa nu solrathukune oru gang suthum parunga	Positive
242	242	Super sk Anna super tailar super hero	Positive
243	243	இன்றைய நடிபின் நாயகன் நாலைய  ௨ல௧ நாயகன் surya அன்பான  ரசிகர்கள்	Positive
244	244	so sad i don't like that full  flim	Negative
245	245	Sooon make it as 10M views...	unknown_state
246	246	Mannu ponnu rendum onnu:உங்க ஆத்தாவும் 10 செண்ட் பிலாட்டும் ஒன்னா டா கேனக் கூவைகளா?அஞ்சிபேர ஓத்த திரௌபதி குலதெய்வமாம்	Negative
247	247	Telugu hip hop lovers like plz	unknown_state
248	248	Dislike pottavan pathi Peru director ranjith veriyana erupan	unknown_state
251	251	எங்க அப்பா மிலிட்ரி டா ஓடி விளையாடவா சொல்லி தருவான்....  த்தா வேற லெவல்டா....	Positive
252	252	Ithukum 52k dislikes....ungaluku yentha maathri padam daa edukanum thotuttalaa iruku daa ungalukku	Mixed_feelings
253	253	goosebums yaaaa eppaa enna traioleru norukungada like buttonaa	not-Tamil
254	254	13.7M views with 520K likes... 15M views and 550K likes varumnu soltravanga yellam like podunga	unknown_state
256	256	Indha aala ennadhan veruthaalum On screenla paakka solla indha aalu style la  vilundarom	Mixed_feelings
257	257	NGK movie kandippa blockbuster aagum ... Selvaragavan sir hard work veen poogathu..  2 years surya kaga wait pannathu tappu eh illa .. Teaser vera level ...	Positive
259	259	Arabikadalinte Simham trailer Mohanlal fanmade	not-Tamil
261	261	Jayankondam makkal saarpaga padam vetri adaya valthukirom  nanbargale	Positive
262	262	Thala un career oda peak la kooda mass movie vittu samoogan akkara padathukka nadikka unakkum Mattum tha thala dillu	Positive
264	264	kailasa nattuku poganumnu nenaikuravaga like pannuga :) :) :)	Mixed_feelings
265	265	Oruthar mela neenga viswasam kaatradhukkaga innorthara yen asinga paduthringa	Positive
266	266	சிவகங்கை யாதவர் சங்கம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	Positive
267	267	Prabhu deva - like  Ragava lawrence - reply	unknown_state
268	268	idhu trailer ah? illa idhuthan trailer ah?	Mixed_feelings
269	269	நான் தலைவரோட ரசிகன்னு சொல்லிடு தலைவரை ஒடசல் போடுறது   பேசணகிடுச்சு. வாயில குந்தகூற வருது பட் எதும் சொல்ல கூடாது. நீங்க ஒரு move எடுக்க எவ்வளவு கஷ்ட்டப்பட்டு இருப்பிங்க. ஒரு படத்துக்கே உனக்கு வாய்ப்பு வர நாக்குதள்ளிருக்கும். எல்லாத்தையும் கடந்து வரதுக்கு லேட்தான். ஆக மொத்தத்துல சொல்லவரது என்னவென்ன நல்ல மனிதர்க்கு மரியாதை தரவும் தரலடியும் பரவலா அவர்களை விமர்சனம் பண்ணாதீர்கள்... நன்றி படித்ததுக்கு	Positive
271	271	Enada mugamoodi 2 va🤔🤔Ange naren inga Arjun....	Negative
272	272	Sema courage, idhellam solla sema dhillu venum, Mohan anna  unmayilaye sathriyan nu kaatitinga	Positive
273	273	Am chitti reloaded version 2.0 mass dialogue	Mixed_feelings
274	274	இது தமிழ் படமா இல்ல ஹாலிவுட் படமா	Positive
275	275	Trailer forward pani pathavagalam like poduga	unknown_state
276	276	அடுத்த முத்தையா டைரக்டர். அண்ணன் மோகன் அவர்களுக்கு மனமார்ந்த நன்றி. மேலும் இந்த படம் முழு வெற்றி அடைய வாழ்த்துகிறோம்	Positive
277	277	Rompa expectiona iruku... Thala sekiram vaa...Thala..  August10... Waiting. . Thala speech sema mass... Last dialog super...	Positive
278	278	Intha Deepavali Ku Oru tharamana padam varapoguthu, so kandippa thalapathi Ku adutha padam tharamana kathai ah irukkum #LokeshKanagaraj	Positive
279	279	It's been like Ellam Avan seyal	Negative
280	280	Sathiyama solra teasera nighttha pakren antha bgmoda avanga  bodhu  allu vttruchu peiya paatha maari irukku	Positive
281	281	Super song I am very like	Positive
282	282	Pakkathane pore innda Kali odda attathe	Negative
283	283	Semma summa alluthu teaser..thalaiva nee vaa...	Positive
286	286	சத்தியமா சொல்றன் ட்ரைலர் சட்டப்படி  சூப்பர் மா	Positive
288	288	marana mass trailer    vijay anna therrrriiiiiii......	Positive
289	289	படம் நல்லா இருந்தா பாக்கலாம் போலயே !	unknown_state
290	290	Is it based on kekka bekka short film?	Negative
292	292	song ok aana movie  mokka thala	Mixed_feelings
293	293	good luck thala from mahesh babu fan. spyder jindabad	Positive
295	295	Nan veelven endru ninaiththayo  thalaivar da	Positive
296	296	Gommalakka teaser pakkalanu Vantha,intha dmk punda ad vera	Negative
297	297	Comments la like vaangi enna panna poringa ellarum	Negative
299	299	Threen chinnamalai gounder peravai sarbaga vazultkal.	Positive
300	300	மரணத்தை மிரட்டும் ட்ரெயிலர் உண்மை செய்திகளை உரக்கச் சொன்ன இயக்குனர் G மோகன் அவர்களை வாழ்த்த வார்த்தைகள் இல்லை அருமை	Positive
301	301	Idhu dhan da Namma thalaivar	Negative
302	302	Vera leval Teaser Suriya Anna  Ayan Deva Back	Positive
303	303	வெந்து வேகதா அரை வேகடு ஹீரோ து	Negative
304	304	Otha padam vera level ah irukum pola .thala mass	Mixed_feelings
305	305	Romba days apparam thamil cinema lla  nalla movie,varapothu	Positive
306	306	Teaser bayangaram na.....     Theri ya iruku....  Stylish thalaivar.....	Positive
307	307	Edhukum nadodigal 1 ku ennada sambandam	Negative
308	308	படம் மட்டுமல்ல ,படத்தை எடுத்த நீங்களும் ஹீரோ தான். திருப்பூர் கொங்கு சார்பில் எங்கள் அனைத்து ஆதரவையும் தருவோம்..	Positive
309	309	enna irrunthaalum sarakaar maari varuma ? #illayathalapathimass	unknown_state
310	310	Kuch bhi accha nahi dekh raha hai	not-Tamil
