	id	sent0	label
80	6738	Kanditt Amala Paul Aadai tamil mattoru version aanu ennu thonnunu	unknown_state
81	900	 Ee cinema ethayalum mammukaude blockbuster movie ayyirikum.100%	Positive 
82	5338	 redy ayikko makkalee.. vedikettinu thiri koluthi..	Positive 
83	3136	 Newton enna hindi cinema orma varunnu	Mixed_feelings 
84	3849	 Oru kannu adachu pidichittu aduth vechonnu kandunokkike	unknown_state 
85	5573	Fans show ticket kittiyar like adik !!!!	unknown_state
86	3724	 LUCIFER KI JAY  LALLETTAN POLICHU MASS  VERUM  MASSALA  MARANA MASS LOVE  YOU LALLETTAAAAA	Positive 
87	3144	 Die hard  Mohanlal Sir Fan	not-malayalam 
88	2352	 Tovino Thomas katta fans  Like adiii..	unknown_state 
90	409	 ikka dlg delivery oru rakshayumilla ... love uuuhhhhh ikkaaaaa	Positive 
91	1269	 Happy birthday mammukka  gana gandharvan polichadukkum next block bluster	Positive 
92	5440	Mamangam film’il Mammootty’de character name enthannu ariyamo makkale ???  It’s Kunjali Marakar.	unknown_state
93	3348	 Aah last superman punch undallo... gives a goosebumpz.. ith  powlikku.	Positive 
94	2145	 Ikka uyir aane ennullvar like adikk machaanmaree 🥰🥰	Positive 
95	133	 Raju ettaaaa ningal Vera level	Positive 
97	5839	happy birthday mamookaaa.  good feeel trailer	not-malayalam
99	5184	 ഇതു തൃശൂർ slng pole.. enikk mathramanoo thonniyadh....?	unknown_state 
100	4169	 Unniyettan first ..jayettan fans like podu!	unknown_state 
101	484	 Lucifer being  3rd most viewed Malayalam trailer aayi ... After aadu 2 and bahubali	not-malayalam 
102	1595	 super lalettan...all d best ..fan from Karnataka	not-malayalam 
103	3688	 Pooran mamooty	Negative 
104	1343	 Iyaalkkokke cinema nirthi DQ nte makkale nokki veettil irunnoode..?	Negative 
105	52	 Surajettan kunjunni mash ayi abhinayichal powlikku.m	Positive 
106	6492	Mammookka ithelum mass aayi big b il varunnund ith verum sample	Positive
107	6602	Adipwoli Suraj chettan soubin ikka  veendum nammal malayalikalkku  variety cinemakal tharunnathinayivariety cinemagal ishdapedunnavar  adikada like🤗🤗🤗	Positive
108	1133	 Mohanlal Tamilnadu fan's  like here	not-malayalam 
110	5708	Kidu trailer  Ikka fans like Adi	Positive
111	1703	 Ntey achyaa aaa vali onnu nirthu🤣	unknown_state 
113	2428	 Wow.. Trending no 1 ... Poduda visila..adra melathai	not-malayalam 
114	1751	 Once a king always a king  #Raja	not-malayalam 
116	5812	Surajettan sound modulation kurach koodi nannakamayirunnu	Negative
118	5770	LAl ettanta   vada  enna dialogue istapettavar ivade like adicho	unknown_state
120	3719	 Ithill Tovii polikumnn ullavar ivde like adii	unknown_state 
122	3195	 Padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa	Mixed_feelings 
123	1782	 Lucifer Mass kuranja strogillatha trailor.madhuraraja teaser tripple strong mass.mohanlal mass look 100/100.mammoottymass look 100/100.lucifer trailorinekkal kidilan madhuraraja teaser.	unknown_state 
124	2463	 Ente kuttikkalathu ente nattil undayirunnu ..odiyannnn	unknown_state 
125	2006	 Lift il aanu helan nu manasilayavar like adikk	unknown_state 
127	6550	Pk Ramdas... Nammude Rajettan aanennu njn parajal nigalude abhiprayam...????	unknown_state
128	3607	 Mammoka polichu.  .. Onnum parayaanilla.. The king of Indian cinema Mammoka	Positive 
129	5961	Spr makkkalla odeyan vannu katta waiting	Positive
130	2244	 Powlichu. Njan ipo 25 pravisham kandu. Laletta adipoli. Katta waiting	Positive 
131	1480	 vyshak sir trailer search cheythitt kittunilla innala kittiyirinu	unknown_state 
132	1473	 Katta waiting....  maranamass  trailer......	Positive 
133	5376	 സുദേവ് നായർ fans evide like addi	unknown_state 
134	3363	 views 462k hang aayo ennoru doubt	unknown_state 
136	5291	 Prithviraj is promoting devil ? illuminati Prithviraj?	unknown_state 
137	4294	 Pwoli trailer  BGM vere level  Ithokke kandal mathi ithil ninne manassilakkam box office poorakkadal akum	Positive 
138	5365	 Sprb Oridathu mammookkaaye kaanikumpol editing pishaku ozhichaaal sadhanam pwolichu	Mixed_feelings 
139	5831	Pulimuruga 2.0 ethakka panda lalettan vittathaaaa... Ellanne parayan pattuooo...	Mixed_feelings
141	4638	 Raju ettan nde films il kaanan pettuna athe cinematography eee trailer il kaanan sathikunnu....	Positive 
142	3139	 Raja+ Murugan= Maduraraja Sambhavam kidukki  Waiting For re entry of mammookka	Positive 
145	5160	 Pwoli pwoli...  Raja sollaruth mattum tha seyyum  seyyaruth mattum tha sollum	Positive 
146	5695	Sunny chechiye malayalathil kanan vendi ea padathinu ticket edukkan pokunnavar adi like.	unknown_state
147	3710	 Vere level ... Onnum parayan ella....	Positive 
149	4641	 Super trailor katta ikka fanaya എനിക്ക് വരെ romanjification	Positive 
150	4238	 Enta mone ikka vere level   Lalettan fansinte abhivadyangal	Positive 
151	46	 Feel good movie 2019 le best movie aavum ithu urappu	Positive 
152	6707	Eee padam pwolikum..... Aah വിശ്വാസം anu eee comnt	Positive
153	4223	 KATTA WAITING...   LIKE CHEYYYYY	Positive 
154	3872	 Mammootty enna name thanne mathi charithra cinimakal poyi kaanan	Positive 
155	952	 Innu ravile vare 181k likes..ippo varum 121k likes..🤔	unknown_state 
156	1755	 Ikkak vinu mohan fansinte ella supportum undagumm	Positive 
157	3004	 Ikka ningaloru sambhavamaa...   trailor thanne ethra thavana  kandittum mathiyavunnilla...   appol movie kola maranamass	Positive 
158	1166	 Sunny chechiye kannam vanna ver like adike	unknown_state 
159	2086	 EVIDE YO ENTHO ORU TWIST... MANAKKUNNALLO🤔	unknown_state 
160	4664	 Rajave.  idhu nammal polikum ...inga avide ninno	Positive 
161	3036	 1:34 side ill nikkunnath prithviraj alle	unknown_state 
162	4731	 Aaah kollam ithanalle school kuttikal... Kandalum thonnum	Mixed_feelings 
164	1025	 Asoooya thonua ikka...  Ikkka nigalu Maass aanu	Positive 
165	34	 Thirunavayile arenkilum undo  Trailer like cheyan marakanda	unknown_state 
166	897	 Prithviraj ne kandupidichavar like karo..	unknown_state 
167	3526	 Rajuvettan pwolichu .. ini abhinayikkan time illathavuo	Mixed_feelings 
168	1736	 Oru thavana kanumbozhum hype kooduvanallo Bhaghavane	Positive 
169	4097	 Ikka    is  bled	not-malayalam 
171	982	 Pirates of the Caribbean .. Peru maati ettal aalkar chilappol like adikkum..  Aale pattikkan eniyum engane nalla nalla teasers pratheekshikkunnu.	Negative 
172	5522	Katta waiting cheyunna alukal onn like adichee	unknown_state
173	4470	 Njn ikka fana pakshe njagalude Ella support um ondakum	Positive 
174	4852	 Raja sollunathu mattuthaam seyyvaa seyyunnath mattum thaa solvaa	not-malayalam 
175	4010	 kalaparinju sheenicha karshakanu ini visramikkam	unknown_state 
176	6618	Ikka uyire.... Malayalm cinema ude abhimanyam...... Mammukka Fans Like here	Positive
177	4699	 Aaran manjuvintey bharthavum makalum aayittu veshamitta thaarangal? aarkkenkilum ariyamenkil parayumo pleas?	unknown_state 
178	5645	ellum shamikkum sunny chechiye villichu veruthi apamanichu vittathu orikkalum shamikkilla film kandavark manasilavum mosham  dialogs	Negative
179	4906	 Njan oru katta ettan fan Annu enkilum....ithu polikum	Positive 
180	2147	 J'adore ce film et cet acteur	not-malayalam 
181	5900	Satyathil kurachum koodi standard pratheekshichirunnu. Ithu  joshi  style. Kadha ithil ninnum manasilakamallo.	Mixed_feelings
182	2706	 Maarkam.... Trailer kandittu bayngara expectations aanu... Movie adu keep cheyyyanam..	Positive 
183	4094	 Onnil kuduthal tavane kandvar arokke und	unknown_state 
184	4234	 Eppola video song erangunnathu katta waitingaanu	unknown_state 
185	2041	 8.5k dislikers are bahubali people .        From Hyderabad Telangana	not-malayalam 
186	1004	 Viswosichu koode varunnavare jeevan koduthayalum samrakshikkum...	unknown_state 
187	3230	 Gangster vannu thakarthu ini monsterinte oozham #L	Positive 
188	802	 Cinema kandit vann trailer kanunavar aaroke	unknown_state 
189	1283	 Hindi movie (old  Darmki dese remek	not-malayalam 
190	4430	 Ithoke ikkane kondallathe aare komdu pettum	Positive 
192	1584	 Pwoli pwoli ee prayathilum enta amoooikkaaaa	Positive 
193	1008	 Sidhikinte katta roll njan maathranoo shradhichath.....	unknown_state 
194	2612	 Prithviraj sukumaran  fans come here	unknown_state 
195	225	 Kalathu ezhunnettu ee trailer kanumbol oru unmesham kittunnudu	Positive 
196	6300	2.5m views and 200k likes soon!!	not-malayalam
197	168	 E padam hit akum enn urapullavar like adikan ulla sthalam🥰🥰🥰	Positive 
198	2904	 Eee trailerinu dislike adikaaanum oru range okke venam 🤦‍ kashttam  Luv u ikka	Negative 
199	5851	302k likes...yeeeeeee....I will dance....kuuuu...koooo...vineethetan sound vivek oberoi...	Positive
200	5261	 What making      #rajuettan	not-malayalam 
201	3347	 Ejjati item ##Derick ikka katta waitingz ##Bgm 100%##	Positive 
202	1968	 Eattavum miss cheyyunnathu prithviraj	Mixed_feelings 
203	2236	 Abudabi delma malil vannavar like adiku	unknown_state 
204	1227	 Dear Mammookka	Positive 
205	5091	 Trailer nalla iruku ...kandipa Padam pakanum	not-malayalam 
206	430	 Endo aa dilouge delivery endo pole..	Mixed_feelings 
207	1560	 Dis like adichavar aaro avar... onnum parayunnilla	Mixed_feelings 
208	2802	 100 kodi clubil kayariyathinu shesham arokke vannu	Positive 
210	2899	 LalettaN Poli 2 kg Potherachi Vangi Veetil Ponam🤩ഇട്ടിച്ചൻ	Positive 
213	5226	 Ikka fans like button neela aakkeett poya mathi	unknown_state 
214	3216	 padam ennum kandu  eppazum kannan thonunna padam	Positive 
215	4011	 pulimurugan style aakan vazhi und.. palayidathum athe colour tone kanam.... enkilum vaishakilum ikkayilum oru pretheeksha	Mixed_feelings 
218	1843	 Vada..  ithu kettu romancham vannavarku likenulla coment	unknown_state 
219	706	 Padathil animation undenn paranjappo ethreem karutheela   Ikka super	Positive 
220	2229	 Thokk	Mixed_feelings 
221	624	 Duper hit aavatte  Mammookka	Positive 
222	5420	Eattan fanzz koode ind...ninga polikk ikkkaaaa	Positive
223	2998	 30 min 400k view adichu makkale🤩🤩🤩	Positive 
224	1285	 0.50 athu nammude Marimayam Unni alle?	unknown_state 
226	942	 Madhura Raja ....Pokkiri Raja....Rajadhi Raja...Bellaadi Raja Raja Always Mammookka Da	Positive 
227	5628	ikka kalakki super kidiloski trailer raja theatre poora parambu aakum	Positive
228	6632	1:22 entammo ijjathi mass scenes edukkan prithvirajine konde pattathullu	Positive
231	3630	 Thallu vidunna moopanu pakaram appan  Daddy girija  Peter hein fight ( parannadi) Pulikk pakaram patti  Pinne mainayum same costume (Anushree)  .	Negative 
232	5208	 Ijjadi mass sadanam ഇക്ക നിങ്ങ poliyaan inippo kurupottichond കൊറേ mairanmar വരും	Negative 
233	6611	Njan ikka fan aa	Positive
234	6333	Empuraan katta waiting cheyyunnavar like adich pokuka	unknown_state
236	3831	 Njan Ettan fana ennaalum paraya e padam polikkum	Positive 
237	3163	 See mamangam narrating by mammookka its fabulous this i just feel like   Olu abdunte penna....nta penna	not-malayalam 
238	6580	veendum veendum kooduthal praavashyam kaanunnavar undoo?	unknown_state
239	5710	Semma trailer  Lalettan mass🤘... frm TN.	not-malayalam
241	4619	 Ith pwolikumenn urapulla ikka fans like adi	unknown_state 
243	4118	 Trailer pole naalla story undayal mathiyarinu	Positive 
244	2258	 യൂട്യൂബ് hang doii ettan mess ആണ് mone	unknown_state 
245	2726	 ALL THE  BEST LALETTAN & TEAM.........	not-malayalam 
246	6380	Megastar Mammootty M padmakumar Mamangam Malayalam Moovie	not-malayalam
249	2400	 Man oh man!!!!!! Goosebumps lal sir!!!!!	not-malayalam 
250	3860	 Trailer kandapo oru karyam urapichu #LAD	unknown_state 
251	5212	 Ith polikkum enn thonnunna ikka fans like adi	unknown_state 
252	348	 ithu oru 5 million views aakkanam..	unknown_state 
254	2637	 Trailer KOLLAM KOLAMASS ... PAKSHE  KAANAN ORU SUKAM ILLA.... VELUTHAKANAMAAYIRUNNU	Mixed_feelings 
257	5059	 All Kerala sunny chechi fans Adi like evide	unknown_state 
258	3643	 Voiceatokke ikka kasargod muthal tirupanantapuram vare	unknown_state 
259	60	 Ithu kidukkum	Positive 
260	2206	 Lalettan fan from Hyderabad love Lal sir	not-malayalam 
261	4661	 0:40 scene cinimayil Indo kanda orma illya	unknown_state 
262	191	 Movide peru kandu dislike adikaan vannatha	Positive 
263	6554	Than ketto? Anna benn fans like adi	unknown_state
264	4229	 Evde Asif Ali Evde... Kandavar indo?	unknown_state 
265	4777	 Innevare kandattillatha vere level item .	Positive 
266	1118	 Ithano trailer oru dialogue polum illa ekkaude. Ullath kurach perum oru vettum	Negative 
267	6173	Ethil vann dislike adikkunna makalkku epo thane kuru potti thudangiyalo	Negative
269	28	 Trailer kande oru pidium illatha aralum	unknown_state 
270	1494	 Trailerin otta kurappama ullu njankluda ikkayuda face kandela	Mixed_feelings 
271	552	 Mass trailer... Lalettaaaaa oru rakshayumilla. Pwolichu... Lalettan muthaanu... Prithvi sarikum njettichu. Lalettan+prithvi=Lucifer(blockbuster )... Lalettan ishtam	Positive 
273	5644	Padam irangi Innum trailer kandu Most trusted trailer Biggest block buster 100 CRORE RAAJA	Positive
274	3122	 Trailer varumboyekkum ethu naayinte makkalaa dislike adikene	unknown_state 
275	5342	 Wow... Kathirippinte Sugam Arinjathu Ippolanu......🥰  Ikka thandaaa RAJAA.... Powliyanu...Mass allaaa...kola mass aaanu.......🥰🥰🥰🥰🥰🥰🤩🤩🥰🥰🥰🥰	Positive 
276	3234	 This is gonna be an epic Mammookka	not-malayalam 
277	6069	Pinneyum pinneyum trailer kaanan thoonnu enikke ningalkko?	unknown_state
279	937	 3 million viewers hit like lalettan fans	unknown_state 
280	6461	Exam kazhiyatte makkale... enikkum onnu armandukkanam..oh..	Positive
281	2840	 Suraj ettan vere level...  1:01  Soubin ikka pwolikkum 0:33	Positive 
282	2676	 Ettante nayikayaitt a peratta hani roseineyallathe vere areyum kittiyille nayanthara mathiyayirunnu nayikayai	Negative 
283	3008	 padam vere level aanu  big B ye kaalum mass aanu	Positive 
284	5461	Ithu pokkiri raja 2 aano atho pulimurugan 2 aanoenthayalum massAll the Best Ikka and team	Mixed_feelings
285	5054	 Njn oru Lalettan fan aanu annalum trailer nu waiting aane	Positive 
286	256	 Ee padam kand chirich pandaram adangi	Positive 
288	2039	 Kandappo  oru  kuliru  keri  mone🤗.  Ningalkkum  vannengil  like  here	Positive 
289	3632	 Cinemakal koodumthorum age kuranju varuvanalloo.. Kidu look..  HBD IKKA	Positive 
290	678	 Polichu trailer by suriya fan padam polikum	Positive 
291	1345	 Suraj ettan powli..koode soubin ekka...pine paryano ....katta Waiting anee	Positive 
292	2724	 Earangunnathinu munb dislike adich moonjikkaan koreu ennam earangiyittund	Negative 
293	6213	3 times continue kandavar onnu ivde vanne..nedumplly rock	Positive
295	1073	 All Kerala mammooty fans anangill ADI ORU like	unknown_state 
296	5412	191 k likes 118 aayallo.. ithenthu marimayaam ...lalapikkal ude kali aano	Negative
297	3840	 kure naalu koodiya oru mammookka trailer kaandu santhosham thonunnathu.	Positive 
298	364	 pora	Negative 
299	4300	 Annum Innum Ikkayude Bthday nnu vachal nammal malayalikal ellarum oru atbudama...   Vayasulpade tettate malayalikal parayan  Matethu nadanundu inganoru pretyekata  #Ikka	Positive 
300	671	 Eth kandappooll prithvi rajinee ormavannavar like adiii	unknown_state 
301	2743	 Tamils always like mammooty as like lalettan	not-malayalam 
302	5978	Mamangam trailor kamdu madhivarathavr like adi🥰🥰	unknown_state
303	4391	 Adi kapyare koottamani.....box office chattu....mammooka konnu....	Positive 
304	4068	 Malaya cinema abhimanikkunnu ingane oru nadane kittyathil.....Wish u a very swt & hpy bthday mammooka 🥡🥡	Positive 
305	3283	 Enthaayalum haters nu rosham theerkkan oru dislike button indayath nannayi..keedangal	Negative 
306	2745	 ONKV ood neeraliii kandam vazhiii Ikka marana mass	Negative 
308	2841	 Mamangam Vismayathinu 5 naalukal mathram Katta waiting	Positive 
309	1385	 Kanunnathinu munpe dislukke like adichaa ellaa malavangalkkum ente naduviral namaskaram	Negative 
310	3141	 Eee trailer trendingil thanne nilkanam. Orupadu alukalilek ee trailer ethicheranam	unknown_state 
311	1842	 Entirely different dileep etta   A10 okke kanunundallo alle	unknown_state 
312	1892	 Surajinu ee vesham okkea kodukaathe..athraku prayam onnumilla ee manusysnu..	Mixed_feelings 
313	4334	 Realistic thanne porallo namukk Edakk mass varatte  Tovi	unknown_state 
315	3944	 Trailer il thanne full story undallo! Padam kidilan aakatte🤓	Positive 
316	3980	 00:57 Prathviraj As SAYEED QURESHI. E...................	not-malayalam 
317	4880	 Oru ADAR Trailer  Ikkante look polichu .	Positive 
318	5920	Nalla trailer thann njangale patichule  vendayirunnu moshamayi ikka fansine tholpichu	Positive
319	6329	Aa 1.3K dislike adicha naarikal aaranne ivdareyem PARANJE padippikanda kaaryamillallo le?	Negative
320	5669	രാജ  trailer first കണ്ടവർ like.	unknown_state
321	6562	Eth pwolikum .....the complete actor lalettaaaaaaa ....katta waiting for lucifer enna look aa nmle lalettaaa	Positive
323	1688	 Surajettan &  soubinkka   powli combo	Positive 
324	368	 then : kanji adukkatte manikya       now : Kill that bastard    sivane! :/	unknown_state 
325	597	 Iam from  punjab.. & Iam big fan of mohanlal	not-malayalam 
326	5112	 192 k views 198 k like         Adipoli ba poka..	unknown_state 
327	5866	Padam kandathinu sheshavum treiler kaanunnavar undo...bell the botton	unknown_state
329	1011	 Ee haters vann dislike adichalum 240k like und makkale..	Negative 
330	5398	Poojappura laalunni fans dislike adichu kuru potichitund	Negative
331	165	 Suraj ettan fans fans like ivide	Positive 
332	3638	 Gunddaa rashtriyum.... Swandammmm raksthasakshikkaleaa enddakorkkk kaananddaa padam	unknown_state 
333	1349	 Ikkayude johny walker ormma varunnuu vere level	Positive 
334	1428	 Kidukkachi  laletta ningal mass alla kolamassanu	Positive 
335	5734	Kidilan trailer... All da best lalettan.  By a Mammukka fan...	Positive
336	3424	 Best actor pole mattoru kidu  movie  akate ee best singer..	Positive 
337	6514	Katta wtng... !!! The Himalayan kwid  Mamoomkkaa	Positive
338	5086	 ഇത് film ആണോ real ആണോ  Mammukka pwoli	Positive 
339	2282	 Avasanam kanicha kurache seconds scenes kande FDFS urappichavar aarokkee	Positive 
340	4421	 Guest appearenceil enkilm rajuettan ondaya matiyarnu	unknown_state 
341	262	 Fight vere level teateril paper kure keerendi varum ichayoooo	Positive 
343	3649	 Last oottam kanddo makkale onnum parayaan illa aaa face lle mattam anergy uff powlikkum ikkaaa	Positive 
345	3562	 ee video onnu kandu support chaiuka	Positive 
346	6735	Nasik doll tiltle bgm aane highlight	unknown_state
347	4241	 Sunny chechiye kanan Vannavarkke like adikanulla cmnt	Positive 
348	111	 Adh suraj aanenn sound kett maathram kandpidichavar adi like..	unknown_state 
349	3288	 Trailer kandittt ith oru puthiya anubavam aayirikkum a new kazhcha in Malayalam movie	Positive 
350	4859	 Arokke nthokke paranjalum ikka njngade swanthon njngalk 100 kodeem 200 kodeem onm vnda	Positive 
351	882	 Vivek Oberoikku best villainte award koduthillengilanu!	unknown_state 
352	2299	 Coment vayichitu film kanan trill adichu nilkunnavar undel like adiku matanmare	unknown_state 
353	1556	 30 pravashyathin melil kanda alkar ivide like	unknown_state 
354	1505	 laletta polliku full support annu	Positive 
355	2758	 10M aayonnu idaykk nokkan varunnavarkku ivide like adikkam	Positive 
356	3371	 All the best mammukka from Karnataka fans	not-malayalam 
357	4617	 Support from ettan fan.... Ikka mwth aanu ....	Positive 
358	2554	 Uyirr  Ikka  Luv u lot  #HBD .....	unknown_state 
359	854	 Dileepettan...luv u ..luv u so much	Positive 
360	1664	 Pazhaya lalettan + pazhaya rajuettan + pazhaya achaayan nivin angane aaage motham 3.....ethin pogum ennulla  confusion aaanallo	unknown_state 
361	4515	 Pwliii...mass ith pwlikkum raja ennum raja thaaan..	Positive 
362	6263	Katta waiting manh ini verum 8 min	Positive
363	5177	 Netflix le oru series nte trailer kanda Pole und	unknown_state 
364	4782	 Laletta	not-malayalam 
365	2218	 What a Trailerori raksha illa   1;40 punch uff  mammukkaaa aaaaaaaaaa	Positive 
366	5154	 Ufffff .... katta katta waiting ...   Goosebumps	Positive 
367	5134	 Wowww ekkaaaa I love you mmaaaa	Positive 
368	2869	 ഈ കഴുവേർട മോനെ ഇനീം support cheyyan paadilla...	Negative 
371	3251	 mammookka swantham cinimakalkk pratheeksha nalkarilla but abrahamin nalki	Positive 
372	5803	Ithu kandappo oru vellimoonga style thonniyathu enikk mathram aano.... ithonnu kandu nokku	Positive
373	2308	 Cinema pottiyathinnu shaesham kanunavar like adichae	unknown_state 
375	3906	 Good luck jaya chetta from kanyakumari	not-malayalam 
376	3393	 Aarelum sradhicho lalettante cheruppam kaanikkunna sceneil 1.39 aaa kutty tholum cherichulla aaa nilppu.. rajuvettan's perfection...	unknown_state 
377	1851	 Luccifer trailerinu 10 millionilethicha. Editarmaarile pon sooryan	Positive 
378	2398	 Thakarthutto...  Onnalla orupaadu kaaranangalaa...  ith thakarkkum...	Positive 
379	3299	 Ilka polichuu  pishu  padam polikuma	Positive 
380	1260	 King is oll ways king 🤙  ഏട്ടൻ ഇഷ്ട്ടം	Positive 
381	3385	 Paket lengkap.. di tunggu sub back nya ya bro.. salam permanen	not-malayalam 
382	4679	 Epo madhura Raja trailer kande ollu ethu kandappo tharichu poyi. Ettan effect	Positive 
383	535	 That “വാടാ “ vili   ettan	unknown_state 
384	5439	Ichaayn masss alaaa marana masss anuuuu polwiii	Positive
386	230	 Trailernu katta wait cheythirikkunna ethra aalundu ivide	Positive 
387	5939	Madhuraraja trailer ishtapetta lalettan fans onn like adiche	unknown_state
388	1956	 Mass trailer kidu bgm ikka thakarthu.	Positive 
389	5207	 #mammookka    aa peru m	Positive 
390	1332	 Trailer cut ഒറ്റപേര് editor Donmax വേറെ ലെവൽ	Positive 
391	6190	Padam kand shesham trailer kanan vanavar undegil like adi	unknown_state
393	5629	Odiyan super hit akum ennurappullavar adi LIKE	unknown_state
394	5492	Vere level ikka polikum. RAJA vere level aakum. Ikkaaaa	Positive
396	130	 Onnum parayanilla. Vere leval movie ayirikkum	Positive 
397	3990	 Idakkidakk like nokkan vannavar adi like	unknown_state 
