	id	sent0	label
95	95	Ena elarum comment panumbothu Indha caste saarbaga valthukkal, indha caste saarbaga valthukal nu potutu irukinga? First naama elorum Tamilargal. Indha jaathi than elarayum ivlo naala pirichi vechirukku...even comment la paarunga...rendu perumae tamilan than...ana epadi thitikiraanunga. Indha vishayathil periyaar sonadhu sariyae...jaathi olizhya vendum...ovvoru manidhanukkum ovvuru vidhamana thiramai irukum...adha paathu mathavanga peruma padanum...poramai illai. Naam tamilar enbahil perumai kolvom	Mixed_feelings
96	96	Maratha samukutha Sarbaka Padam Vetri Pera Vaazthukal	Positive
97	97	Ithula aarambathula Raana sethuruvar vivegathula Vivek obray villain	Mixed_feelings
98	98	Suriya Anna masssssssssssssssssssssssssssssssssssssssssssssssssssss Tha  I love suriya	Positive
99	99	இந்த  படத்துக்கு  எவ்வளவு  ஆதரவுனு  இங்க  கமெண்ட்ட  படிக்கும்போதே  புள்ளரிக்குது.  படக்குழுவினருக்கு  படம்  மிகப்பெரிய  வெற்றியடைய  வாழ்த்துக்கள்.	Positive
100	100	பார்ப்பனன் முன்னாடி நீயும் சூத்திரன் அப்படினா தெவிடியப்பையன் அடா பரம்பரை ஒன்னல எதிர்க்க முடியல அனா நாகா எதிர்க்குறோம் உனக்கும் செத்து	Mixed_feelings
101	101	thalla yepauveme masss thn.    ippa sla la va   venum	Mixed_feelings
102	102	Marana mass na adhu naanga thanda AK Brothers	Positive
103	103	உழுது பூமியில ரத்தம் சிந்தி அரிசி அனுப்புற ஒவ்வொரு ஜீவனுக்கும் இ‌ந்த நாடு நல்லா இருக்குனு உழைக்கிற ஒவ்வொரு தொழிலாளிக்கு‌ம் எல்லாத்தையும் தட்டி கேட்கிற உரிமை இருக்கு வசனம் அனல் பறக்குது	Positive
105	105	Romba naal achi suriya anna padam pathu kandipa sema enjoyment ah irukka pothu	Positive
106	106	Teaser ku munnadi varra antha DMK ad thanga mudiyala	Negative
107	107	I think kalakalappu 3 ha ha ha ha	Positive
108	108	Super .... The BGM is Vera level pakka masss	Positive
110	110	Dei pattinila kidantha uyir vaazha ethu kidaichalum thinnuthan aaganum.yaara irunthaalum..ellarum avanga avanga oru safest place okkanthuttu enna venalum pesalaam....platform la yaarum illatha anathaiya oru velai sothukku vali illama okkanthu irukum podhuthan manushan manushana manushana pakka aarambippaan...iyargai ellathukkume oru aappu vachu vidum..appo kai koduka evan etha kodunthaalum vaankipinga..ippo vote ku kaasu vaangura maari..	Mixed_feelings
112	112	sathigalam kidaiyathu oru mannum kidaiyathu konjam pazhanthamizhar meri vaazhunkada thamizhanai iru thamizhukakau iru	unknown_state
113	113	I am Kannada Rajnikant movie trailer	Positive
114	114	Ena 10 la irunthu nagarave ila	Positive
116	116	"Semma message @ 2:05..  ""ithu 96su.. Yaara emathuringa"".. Apa irunthu antha manithar rasigargalai ComaLi aakitu irukkar.."	Positive
117	117	SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA SURIYA	unknown_state
118	118	Rajini fans comment. Neutral fans like.	unknown_state
119	119	OmG. Thalaaaaaaaa.     Awsm marana mass. Mariana  panch marana  love semma mass's  marana  waiting  @vivegam	Positive
121	121	"என்ன ஒரு முரண்பாடான வசனம் . \""எது கிடைச்சலும் \""வேட்டை ஆடுற ஓநாய் அல்ல சிங்கம் இப்போ கொலை பசில இருக்கேன் .\""எது கிடைச்சலும்\"" வேட்டை ஆடுவேன் .இதுக்கு நீ ஓநாய் என்றே சொல்லி இருக்கலாமே .வசனம் எழுதின புண்ணியவான் யாரு.ஓநாய் தான் எது கிடைத்தாலும் வேட்டையாடும்"	Mixed_feelings
122	122	Bgm vera level..... Thala .....pink already paathathu....tamil version kaga waiting.....	Positive
123	123	Sanda poddu saavanum  Saavalam saavalam jamaththa	Negative
124	124	ena da epadi eduthu vechurikinga . vera level vetrimaran sir Dhanush combo plz do more films	Positive
126	126	சாதிகள் மேல் நம்பிக்கை இல்லாத தமிழனாக வாழ்த்துகிறேன்	Positive
127	127	Manushan epudi vanthalum tharama irukaru ya... THALAAA... This time CLASSY After a MASS VISWASAM....	Positive
130	130	Apocalypto maari tribes pathi padam pola, such a barbarian mindset.	Positive
132	132	Tetamu Yang Tidak Diundang Dalam Rakaman Video Di Kedai Makan Menjadi Bualan Orang Ramai	unknown_state
133	133	Yaru ya ivaru vayasa agadha age stops for rajnikanth	Positive
136	136	2K left for 500K likes	unknown_state
137	137	i am waiting vijay bro super	Positive
139	139	சூரியனை torch அடித்து கேலி செய்யும் மூடர்களே அவர் எதிர்வினை கட்டினால் உங்க சாம்பல் கூட மீறாது.தலைவர்  உயரம்,பண்பு,சாதனைகள்,உழைப்பு,நேர்மை இதில் எதாவது உங்களிடம் இருக்க கோமாளிகளே	unknown_state
140	140	Thalaaaaaaaa Masssssss & End Of Dialogue  Awesome	Positive
141	141	Dis like pottha potta pasangala nigala nallave irukka mathynga by thalabathi veriyan	Negative
142	142	இன்றைய சூழலில் பெண் பிள்ளைகளை பெற்றவர்களோ கூடப்பிறந்தவனோ அழைத்து சென்று பார்க்க வேண்டிய திரைப்படம். ஆம், பெண்பிள்ளைகள் மனதில் பதியவேண்டிய கருத்துகளை சுமந்து வரும் படமாக இருக்கம் என பெரிதும் எதிர்பார்க்கின்றேன். இது ஏதோ சாதி வெறியில் அனைவரும் பேசுவது போல இருக்கும். ஆனால் உண்மை அதுவல்ல. சுமார் 20-22 ஆண்டு காலம் கூடவே வளர்ந்தவள் கண்ணுக்கு நேராக வழி தவறி போய் சின்னாப்பின்னமாகி போவதும் அதனால் சிதையும் குடும்பங்களும் அவளின் உறவுகளின் நிலையை திரையில் காணும்போதே அடிவயிறு கலங்குகிறதே, அந்த வலிதான் இந்த படத்தின் மாபெரும் வெற்றியாக இருக்கும். நிச்சயம் தமிழக ஊடகம் இந்த படத்தினை இருட்டிப்பு செய்யவே பார்க்கும்.  ஆனால் அதையும் மீறி மாபெரும் வெற்றிப்பெற வாழ்த்துகள்...	Positive
143	143	இந்திய சினிமா வரலாற்றில் வட தமிழக வேட்டை ஆரம்பம்....!  தமிழ் சினிமாவில ரஞ்சித்தை விதை எடுக்க சரியான ஆள் மோகன் ஜி அவர்கள்..!  தென்மாவட்ட கதைகளத்தை திரை வரலாற்றில் சொன்னதைவிட வெட்ட வெளிச்சமாக துணிச்சலாக வட மாவட்ட பிரச்சனைக்கு முற்றுப்புள்ளி வைக்கும் முதல் படமாக திரௌபதி...!  இவ்விதம் இனி தொடரும்...!!!	Mixed_feelings
144	144	Ean selaula all frands kuptu povanga...	Positive
145	145	Matha actor la Vera level na Niii top level Thalaivaaa	Positive
146	146	யுவன் பேன்ஸ் எல்லாம் லைக்க அடிச்சு படுக்க போடுங்கயா...	unknown_state
149	149	Selva Raghavan Fans Hit like here	unknown_state
150	150	திரைக்கதையிலொரு கவிதை சொல்ல முயல்கிறார்கள். நான்கு பருவங்களால் நெய்யப்படுகிற காதல் நாற்கரம்!  வரட்டும் பார்ப்போம்   வாழ்த்துகள் சில்லு கருப்பட்டி குழு!	Positive
151	151	Entha ad um ilama ivarala mattum epdi ipdinu.... Ellarum vaitherichala kathAruranga	Positive
152	152	Yemmadi!! Allu thalludhuda paavi.. enna verithanam....	Positive
153	153	Makkale, Enga channel ah konjam subcribe pannunga plzz... (Aai Pasanga)	unknown_state
154	154	Neenka padam edukureanka ok athukunu antha kekka bekka short film ah thookiteenkaley da	Positive
155	155	கொங்கு வேளாள கவுண்டர்கள் சார்பாக படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள் - கொங்கு மண்டலம்	unknown_state
156	156	End scene is epic.. Namba PM eh bangama kalaikra ooru ithula Rajini eh kalaika kudatha.. Athu unma thaneh. Ithuku en ponguranganu nu therila	Positive
157	157	No comment vere level solle varthe ile namabe talaivar style 🤟	Positive
158	158	கமாண்ட எல்லாம் படிக்க படிக்க வேற லெவால இருக்கு மேகன் அண்ணா . படம் மாபெரும் வெற்றியடைய வாழ்த்துகள். இவன் :- மயிலாடுதுறை வன்னியர் சங்கம் &பாட்டாளி மக்கள் கட்சி & சமூகநீதி முன்னேற்ற சங்கம் .	Positive
159	159	Issa gandi acting, makeup, design maina Ajj taak nhi dekha	not-Tamil
160	160	Suppar.  Aiya I am sri Lankan fan niroshan,	Positive
161	161	0:51 Arya And Syesha Marriage again	unknown_state
162	162	8.4m views 9 more likes to reach 115 k likes	Positive
163	163	Ajith ku set agala.. No mass scene	Positive
165	165	வன்னியர் கவுண்டர் தேவேந்திரகுல வெள்ளாளர் கொங்கு வெள்ளாளர் செட்டியார் இவர்கள் அனைவரும் எதிர்பார்ப்புடன் இருக்கிறார்கள் மிக்க நன்றி மோகன் அண்ணா	Positive
167	167	ரஜினிய கிண்டல் பண்றங்கிலா Wait & Watch, He doing something to people	unknown_state
168	168	டிஸ்லைக்கு போட்டவனெல்லாம் தண்ணிய குடிச்சிக்கோ....இல்லைனா பயர்எஞ்சின கூப்பிட்டுக்கோ....	Negative
169	169	Aiyoo vera leval  thalaaa mass.	Positive
170	170	Daii Viswasam Update Vidungada Plzz	Positive
171	171	இது போன்ற திரைப்படம்  இன்னும் நிறையா வர வேண்டும்	Positive
172	172	Amazing trailer jayam and kajal gonna rock now!!!!	not-Tamil
173	173	from 1:10...rahman and shankar sir mark..	Positive
175	175	Ithu Maari Neraiya Neriya Neriya Padam Nadinga Thala	Positive
176	176	வாழ்த்துக்கள் மோகன் அண்ணா தரமான சம்பவம் இருக்கு  🤝	Positive
177	177	Anyone after ngk    teaser	Mixed_feelings
178	178	itha padam odathu shriti hassan nadicha padam ethuku oduchu	Mixed_feelings
181	181	Yarupa neenga ellam? Neerla pakanum pola eruku!	unknown_state
182	182	Rajinikanth vera level wating to watching	Positive
183	183	The king MANIRATNAM .... Palaya record ah eduthupaaruda....	unknown_state
184	184	Enna alagu thalaiver mass super  star rajini	Positive
185	185	hit or flop Rajini sir always rockzzzzzzzzzzzzzzzzzzzzz. I like him very much. I don't know why	Mixed_feelings
186	186	உன்கூட இருக்குர சந்தோஷத்தவிட நீ தான் என் சந்தோஷமா இருக்க எப்போதும் நீ  மட்டும் தான் காதல் மன்னன், தல டா	Positive
188	188	Semma semma semma  Vaazhthukkal Dhanush from #ThalapathyFan	Positive
189	189	Vera level rajini is the mass	Positive
190	190	Anbumani apadiya rombha nalava.... mudhal jathi veri naiya ah avadha...da porike...anubamani vaichu movie edutha ida vuda kavalam ah edukalam..	Negative
191	191	1:43 Enna da WWE ROman reigns la varan.	unknown_state
192	192	kongu vellalar sarbaga valthukal.padam patti thotti varai pesavendum	Positive
193	193	Who Is Biggest Fan Of Rajini Hit Like	Negative
194	194	43 + லட்சம் பேர் பார்வைகளை கடந்தால் திரெளபதி நன்றி மக்களே . நிச்சயம் மிரட்டுவாள்  திரெளபதி	Positive
195	195	Thalivaa eppadi ippadi masss kammika mudiyuthu	Positive
196	196	again arun kamaraj did good job, for theme song	Positive
197	197	Suriya I one man king movie kaga I am waiting sir is super hero	not-Tamil
198	198	Diwly ku release  pannuna bigil  avvlothan	Positive
199	199	Anyone Here After Watching kaappaan  Just go and Give like	unknown_state
201	201	My support for this movie by kongu vellala goundersss (Namakkal )	Positive
202	202	All records broken  #VivegamTrailer   10K Likes - 40Secs 25K - 5Mins 50K - 8m 100K - 30m 120K - 45m 150K - 190m 200K - 7h,5m 225K - 7h,	Mixed_feelings
203	203	எந்த ஒரு மிகப்பெரிய விஷயமா இருந்தாலும் அதோட ஆணிவேர்ல இருந்து ஆரம்பிக்கறதுதான் அழகு!!  Here is the KOLA mass Trailer  Kumaran   #NGKTrailer	unknown_state
204	204	NGK Surya Annan  Vere Level  yuvan... Selvaraghavan	Positive
205	205	1:53 Ant-Man ah pottu Hope pottu polakra adhe smack	Mixed_feelings
206	206	Ungaluku naatu mela paithiyam na ennaku unga mela paithiyam	Positive
207	207	தென்காசி சுத்துவட்டார நாடார் சார்பாக படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள் லே..	Positive
208	208	Vera level Anil fans dislike pannthu  ana Athku terila idhu semma hit aga pora padam nu	unknown_state
209	209	2.04 meme creators Ku semma template. Un varthaila nambikayae Vara maatingudhu.. Yen ya??  Semma....BGM theri....	Positive
210	210	Il FAUT que WTC voit ca	not-Tamil
211	211	1:34 Enna paarva da idhu goosebumps guaranteed	Positive
212	212	Coba Jelaskan... Trending di Indo okelah.. Tapi Kenapa burung Indosiar ada disitu...	not-Tamil
213	213	திண்டுக்கல் இளைஞரணி சார்பில் #திரௌபதி படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்...	Positive
215	215	"What ah dialouge delivery thalaivaaaaa  Semma stunt...! ""Ne enna periya vasul manan ah Therla apdithan pesikiranga"""	Positive
216	216	Arun Vijay and  aishwariyarajes super....manirathnam sir padam kandipa Romantic ku panjam irukathu...	Positive
217	217	Love you Thalaiva	Positive
219	219	Thalaiver padam vetri adaiya thalaiyin rasikarkalin vaalthukkal	Positive
220	220	Thalaiva you are great🤗🤗marana mass thalaivar	Positive
221	221	24 மனை தெலுங்கு செட்டியார் சார்ப்பகா வாழ்த்துகள்	Positive
222	222	Yena music idhu can anyone say	Positive
223	223	5 m Super 10 millon varathukku help pannunga pleas	Positive
224	224	Hey Makkalay yaaru Darbar Motion Poster announcementku apram vantheenga	unknown_state
225	225	2K idhu 2016  Idhu 1996 yaara yemathuringa ...  Naanga 90s kids .	Negative
226	226	Final touch thala mass ah soli irukapala  ketukonga da inimel aachum olunga irunga.... Ozm thrilling Trailer	Positive
227	227	43k haters enga da irundhu varinga	Negative
230	230	Yenda ippadi comments la like picha kekkuringa	Negative
231	231	Thalaya jeika innoruthan poranthu varanum da ... verithanathin utchakattam da...	Mixed_feelings
235	235	Ama la nanga para pulingo sna appdiay erukadum aothla angaluku avomanam eilla sariya ..aoduthavanuku ponu mala aosha paddathanu sla arla neenga kadvila eilla pariya myrupudingiya Konjam kasu konjam uonga kalla nakura uonga jathi Veri pudicha d.......... pashanga....lai oru k....uonglala seiya mudiyathula naingla	Mixed_feelings
236	236	Manushan epadi nadikuraru paruu...paaaa......i feel .... mangatha bgm.....	Positive
237	237	2.O is awesome trailer Vera leval	Positive
238	238	ஹா! ஹா! அடேய்களா... என்னங்கடா இது 2 நிமிச டீசரே 2 மணி நேரம் ஓடுர மாதிரி இருக்கு?!  டீசர பார்க்கும் போதே தெரியுது படத்தோட ஸ்கிரின்ப்ளே எப்படினு!	Positive
239	239	Trailer iku munadi yaru Ellam Treaser paikka vanthinka	Positive
241	241	DRUVANACHATHIRAM Release aayo , arkenkilum ariyumoo??	Positive
242	242	Super sk Anna super tailar super hero	Positive
243	243	இன்றைய நடிபின் நாயகன் நாலைய  ௨ல௧ நாயகன் surya அன்பான  ரசிகர்கள்	Positive
244	244	so sad i don't like that full  flim	Negative
246	246	Mannu ponnu rendum onnu:உங்க ஆத்தாவும் 10 செண்ட் பிலாட்டும் ஒன்னா டா கேனக் கூவைகளா?அஞ்சிபேர ஓத்த திரௌபதி குலதெய்வமாம்	Negative
247	247	Telugu hip hop lovers like plz	unknown_state
248	248	Dislike pottavan pathi Peru director ranjith veriyana erupan	unknown_state
249	249	Ak  thala marana mass super	Positive
250	250	Teasar pakkuradhuka bayangarama iruku I am waiting for you	Positive
252	252	Ithukum 52k dislikes....ungaluku yentha maathri padam daa edukanum thotuttalaa iruku daa ungalukku	Mixed_feelings
253	253	goosebums yaaaa eppaa enna traioleru norukungada like buttonaa	not-Tamil
254	254	13.7M views with 520K likes... 15M views and 550K likes varumnu soltravanga yellam like podunga	unknown_state
255	255	Vijay acting a pathu laugh pannara? Lol	Negative
256	256	Indha aala ennadhan veruthaalum On screenla paakka solla indha aalu style la  vilundarom	Mixed_feelings
257	257	NGK movie kandippa blockbuster aagum ... Selvaragavan sir hard work veen poogathu..  2 years surya kaga wait pannathu tappu eh illa .. Teaser vera level ...	Positive
258	258	July1 20M vivews varum 1M likes um senthu varum	Positive
259	259	Arabikadalinte Simham trailer Mohanlal fanmade	not-Tamil
260	260	Seekiram padam release pannunga bro 🥺 by santa fan	Positive
261	261	Jayankondam makkal saarpaga padam vetri adaya valthukirom  nanbargale	Positive
262	262	Thala un career oda peak la kooda mass movie vittu samoogan akkara padathukka nadikka unakkum Mattum tha thala dillu	Positive
263	263	I wonder Why dis video s not trending ???	Mixed_feelings
264	264	kailasa nattuku poganumnu nenaikuravaga like pannuga :) :) :)	Mixed_feelings
266	266	சிவகங்கை யாதவர் சங்கம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	Positive
267	267	Prabhu deva - like  Ragava lawrence - reply	unknown_state
268	268	idhu trailer ah? illa idhuthan trailer ah?	Mixed_feelings
269	269	நான் தலைவரோட ரசிகன்னு சொல்லிடு தலைவரை ஒடசல் போடுறது   பேசணகிடுச்சு. வாயில குந்தகூற வருது பட் எதும் சொல்ல கூடாது. நீங்க ஒரு move எடுக்க எவ்வளவு கஷ்ட்டப்பட்டு இருப்பிங்க. ஒரு படத்துக்கே உனக்கு வாய்ப்பு வர நாக்குதள்ளிருக்கும். எல்லாத்தையும் கடந்து வரதுக்கு லேட்தான். ஆக மொத்தத்துல சொல்லவரது என்னவென்ன நல்ல மனிதர்க்கு மரியாதை தரவும் தரலடியும் பரவலா அவர்களை விமர்சனம் பண்ணாதீர்கள்... நன்றி படித்ததுக்கு	Positive
270	270	Waste padam tharu maru flop aamai nakkis	Negative
271	271	Enada mugamoodi 2 va🤔🤔Ange naren inga Arjun....	Negative
272	272	Sema courage, idhellam solla sema dhillu venum, Mohan anna  unmayilaye sathriyan nu kaatitinga	Positive
274	274	இது தமிழ் படமா இல்ல ஹாலிவுட் படமா	Positive
275	275	Trailer forward pani pathavagalam like poduga	unknown_state
277	277	Rompa expectiona iruku... Thala sekiram vaa...Thala..  August10... Waiting. . Thala speech sema mass... Last dialog super...	Positive
279	279	It's been like Ellam Avan seyal	Negative
280	280	Sathiyama solra teasera nighttha pakren antha bgmoda avanga  bodhu  allu vttruchu peiya paatha maari irukku	Positive
282	282	Pakkathane pore innda Kali odda attathe	Negative
283	283	Semma summa alluthu teaser..thalaiva nee vaa...	Positive
284	284	நங்கூரம் போல் கதை-களம் அமைந்தால் நான் கண் இமைக்காமல் ரத்திண ஒளியை பார்ப்பேன்.	unknown_state
285	285	தீரன் சின்னமலைகவுண்டர் பேரவையின் சார்பாக படம் வெற்றியடைய வாழ்த்துகிறோம்	Positive
286	286	சத்தியமா சொல்றன் ட்ரைலர் சட்டப்படி  சூப்பர் மா	Positive
287	287	Supera Iruku Nala social Message Padam Vetrie Para Vazlathukal	Positive
288	288	marana mass trailer    vijay anna therrrriiiiiii......	Positive
289	289	படம் நல்லா இருந்தா பாக்கலாம் போலயே !	unknown_state
290	290	Is it based on kekka bekka short film?	Negative
291	291	Sema..  Vera level bgm.... ... summa aluthuth	Positive
292	292	song ok aana movie  mokka thala	Mixed_feelings
294	294	1.35 mins kudumbathoda senthu naanga, intha dialogue modulation yepdi iruku na   Surya in one movie , company kudukira oru athisaya porul soapu dappa	Positive
295	295	Nan veelven endru ninaiththayo  thalaivar da	Positive
296	296	Gommalakka teaser pakkalanu Vantha,intha dmk punda ad vera	Negative
297	297	Comments la like vaangi enna panna poringa ellarum	Negative
298	298	First scene ... police dam Mela cover pannangalae andha scene	Positive
299	299	Threen chinnamalai gounder peravai sarbaga vazultkal.	Positive
300	300	மரணத்தை மிரட்டும் ட்ரெயிலர் உண்மை செய்திகளை உரக்கச் சொன்ன இயக்குனர் G மோகன் அவர்களை வாழ்த்த வார்த்தைகள் இல்லை அருமை	Positive
301	301	Idhu dhan da Namma thalaivar	Negative
